"district","year","season","soil_type","top_crops","confidence_scores"
"Soroti","2019","Second","Sandy","Sorghum|Millet|Groundnuts|Sunflower|Cassava|Sesame","0.907|0.857|0.807|0.767|0.727|0.687"
"Soroti","2020","Second","Sandy","Sorghum|Millet|Groundnuts|Sunflower|Cassava|Sesame","0.91|0.86|0.81|0.77|0.73|0.69"
"Soroti","2021","Second","Sandy","Sorghum|Millet|Groundnuts|Sunflower|Cassava|Sesame","0.913|0.863|0.813|0.773|0.733|0.693"
"Soroti","2022","Second","Sandy","Sorghum|Millet|Groundnuts|Sunflower|Cassava|Sesame","0.916|0.866|0.816|0.776|0.736|0.696"
"Soroti","2023","Second","Sandy","Sorghum|Millet|Groundnuts|Sunflower|Cassava|Sesame","0.919|0.869|0.819|0.779|0.739|0.699"
"Soroti","2024","Second","Sandy","Sorghum|Millet|Groundnuts|Sunflower|Cassava|Sesame","0.922|0.872|0.822|0.782|0.742|0.702"
"Soroti","2025","Second","Sandy","Sorghum|Millet|Groundnuts|Sunflower|Cassava|Sesame","0.925|0.875|0.825|0.785|0.745|0.705"
"Jinja","2015","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.885|0.835|0.795|0.755|0.715|0.675"
"Jinja","2016","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.888|0.838|0.798|0.758|0.718|0.678"
"Jinja","2017","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.891|0.841|0.801|0.761|0.721|0.681"
"Jinja","2018","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.894|0.844|0.804|0.764|0.724|0.684"
"Jinja","2019","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.897|0.847|0.807|0.767|0.727|0.687"
"Jinja","2020","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.9|0.85|0.81|0.77|0.73|0.69"
"Jinja","2021","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.903|0.853|0.813|0.773|0.733|0.693"
"Jinja","2022","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.906|0.856|0.816|0.776|0.736|0.696"
"Jinja","2023","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.909|0.859|0.819|0.779|0.739|0.699"
"Jinja","2024","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.912|0.862|0.822|0.782|0.742|0.702"
"Jinja","2025","First","Loam","Maize|Beans|Sugarcane|Rice|Cassava|Banana","0.915|0.865|0.825|0.785|0.745|0.705"
"Jinja","2015","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.865|0.815|0.775|0.735|0.695|0.655"
"Jinja","2016","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.868|0.818|0.778|0.738|0.698|0.658"
"Jinja","2017","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.871|0.821|0.781|0.741|0.701|0.661"
"Jinja","2018","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.874|0.824|0.784|0.744|0.704|0.664"
"Jinja","2019","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.877|0.827|0.787|0.747|0.707|0.667"
"Jinja","2020","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.88|0.83|0.79|0.75|0.71|0.67"
"Jinja","2021","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.883|0.833|0.793|0.753|0.713|0.673"
"Jinja","2022","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.886|0.836|0.796|0.756|0.716|0.676"
"Jinja","2023","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.889|0.839|0.799|0.759|0.719|0.679"
"Jinja","2024","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.892|0.842|0.802|0.762|0.722|0.682"
"Jinja","2025","Second","Loam","Beans|Maize|Sugarcane|Cassava|Tomatoes|Onions","0.895|0.845|0.805|0.765|0.725|0.685"
"Hoima","2015","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.895|0.845|0.805|0.765|0.725|0.675"
"Hoima","2016","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.898|0.848|0.808|0.768|0.728|0.678"
"Hoima","2017","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.901|0.851|0.811|0.771|0.731|0.681"
"Hoima","2018","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.904|0.854|0.814|0.774|0.734|0.684"
"Hoima","2019","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.907|0.857|0.817|0.777|0.737|0.687"
"Hoima","2020","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.91|0.86|0.82|0.78|0.74|0.69"
"Hoima","2021","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.913|0.863|0.823|0.783|0.743|0.693"
"Hoima","2022","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.916|0.866|0.826|0.786|0.746|0.696"
"Hoima","2023","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.919|0.869|0.829|0.789|0.749|0.699"
"Hoima","2024","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.922|0.872|0.832|0.792|0.752|0.702"
"Hoima","2025","First","Clay","Cassava|Maize|Beans|Banana|Groundnuts|Rice","0.925|0.875|0.835|0.795|0.755|0.705"
"Hoima","2015","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.885|0.835|0.785|0.745|0.705|0.665"
"Hoima","2016","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.888|0.838|0.788|0.748|0.708|0.668"
"Hoima","2017","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.891|0.841|0.791|0.751|0.711|0.671"
"Hoima","2018","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.894|0.844|0.794|0.754|0.714|0.674"
"Hoima","2019","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.897|0.847|0.797|0.757|0.717|0.677"
"Hoima","2020","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.9|0.85|0.8|0.76|0.72|0.68"
"Hoima","2021","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.903|0.853|0.803|0.763|0.723|0.683"
"Hoima","2022","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.906|0.856|0.806|0.766|0.726|0.686"
"Hoima","2023","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.909|0.859|0.809|0.769|0.729|0.689"
"Hoima","2024","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.912|0.862|0.812|0.772|0.732|0.692"
"Hoima","2025","Second","Clay","Cassava|Beans|Maize|Groundnuts|Banana|Sunflower","0.915|0.865|0.815|0.775|0.735|0.695"
"Fort Portal","2015","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.905|0.855|0.815|0.775|0.735|0.695"
"Fort Portal","2016","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.908|0.858|0.818|0.778|0.738|0.698"
"Fort Portal","2017","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.911|0.861|0.821|0.781|0.741|0.701"
"Fort Portal","2018","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.914|0.864|0.824|0.784|0.744|0.704"
"Fort Portal","2019","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.917|0.867|0.827|0.787|0.747|0.707"
"Fort Portal","2020","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.92|0.87|0.83|0.79|0.75|0.71"
"Fort Portal","2021","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.923|0.873|0.833|0.793|0.753|0.713"
"Fort Portal","2022","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.926|0.876|0.836|0.796|0.756|0.716"
"Fort Portal","2023","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.929|0.879|0.839|0.799|0.759|0.719"
"Fort Portal","2024","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.932|0.882|0.842|0.802|0.762|0.722"
"Fort Portal","2025","First","Loam","Banana|Beans|Maize|Coffee|Irish Potatoes|Tea","0.935|0.885|0.845|0.805|0.765|0.725"
"Fort Portal","2015","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.885|0.845|0.795|0.755|0.715|0.675"
"Fort Portal","2016","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.888|0.848|0.798|0.758|0.718|0.678"
"Fort Portal","2017","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.891|0.851|0.801|0.761|0.721|0.681"
"Fort Portal","2018","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.894|0.854|0.804|0.764|0.724|0.684"
"Fort Portal","2019","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.897|0.857|0.807|0.767|0.727|0.687"
"Fort Portal","2020","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.9|0.86|0.81|0.77|0.73|0.69"
"Fort Portal","2021","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.903|0.863|0.813|0.773|0.733|0.693"
"Fort Portal","2022","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.906|0.866|0.816|0.776|0.736|0.696"
"Fort Portal","2023","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.909|0.869|0.819|0.779|0.739|0.699"
"Fort Portal","2024","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.912|0.872|0.822|0.782|0.742|0.702"
"Fort Portal","2025","Second","Loam","Beans|Banana|Maize|Irish Potatoes|Coffee|Cabbage","0.915|0.875|0.825|0.785|0.745|0.705"
"Kabale","2015","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.925|0.875|0.825|0.785|0.735|0.695"
"Kabale","2016","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.928|0.878|0.828|0.788|0.738|0.698"
"Kabale","2017","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.931|0.881|0.831|0.791|0.741|0.701"
"Kabale","2018","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.934|0.884|0.834|0.794|0.744|0.704"
"Kabale","2019","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.937|0.887|0.837|0.797|0.747|0.707"
"Kabale","2020","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.94|0.89|0.84|0.8|0.75|0.71"
"Kabale","2021","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.943|0.893|0.843|0.803|0.753|0.713"
"Kabale","2022","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.946|0.896|0.846|0.806|0.756|0.716"
"Kabale","2023","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.949|0.899|0.849|0.809|0.759|0.719"
"Kabale","2024","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.952|0.902|0.852|0.812|0.762|0.722"
"Kabale","2025","First","Clay Loam","Irish Potatoes|Beans|Sorghum|Peas|Maize|Cabbage","0.955|0.905|0.855|0.815|0.765|0.725"
"Kabale","2015","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.905|0.855|0.805|0.765|0.725|0.685"
"Kabale","2016","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.908|0.858|0.808|0.768|0.728|0.688"
"Kabale","2017","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.911|0.861|0.811|0.771|0.731|0.691"
"Kabale","2018","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.914|0.864|0.814|0.774|0.734|0.694"
"Kabale","2019","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.917|0.867|0.817|0.777|0.737|0.697"
"Kabale","2020","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.92|0.87|0.82|0.78|0.74|0.7"
"Kabale","2021","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.923|0.873|0.823|0.783|0.743|0.703"
"Kabale","2022","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.926|0.876|0.826|0.786|0.746|0.706"
"Kabale","2023","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.929|0.879|0.829|0.789|0.749|0.709"
"Kabale","2024","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.932|0.882|0.832|0.792|0.752|0.712"
"Kabale","2025","Second","Clay Loam","Irish Potatoes|Beans|Peas|Cabbage|Sorghum|Onions","0.935|0.885|0.835|0.795|0.755|0.715"
"Kasese","2015","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.885|0.835|0.795|0.755|0.715|0.665"
"Kasese","2016","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.888|0.838|0.798|0.758|0.718|0.668"
"Kasese","2017","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.891|0.841|0.801|0.761|0.721|0.671"
"Kasese","2018","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.894|0.844|0.804|0.764|0.724|0.674"
"Kasese","2019","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.897|0.847|0.807|0.767|0.727|0.677"
"Kasese","2020","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.9|0.85|0.81|0.77|0.73|0.68"
"Kasese","2021","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.903|0.853|0.813|0.773|0.733|0.683"
"Kasese","2022","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.906|0.856|0.816|0.776|0.736|0.686"
"Kasese","2023","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.909|0.859|0.819|0.779|0.739|0.689"
"Kasese","2024","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.912|0.862|0.822|0.782|0.742|0.692"
"Kasese","2025","First","Sandy","Cassava|Maize|Beans|Cotton|Sorghum|Groundnuts","0.915|0.865|0.825|0.785|0.745|0.695"
"Kasese","2015","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.875|0.825|0.785|0.745|0.705|0.655"
"Kasese","2016","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.878|0.828|0.788|0.748|0.708|0.658"
"Kasese","2017","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.881|0.831|0.791|0.751|0.711|0.661"
"Kasese","2018","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.884|0.834|0.794|0.754|0.714|0.664"
"Kasese","2019","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.887|0.837|0.797|0.757|0.717|0.667"
"Kasese","2020","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.89|0.84|0.8|0.76|0.72|0.67"
"Kasese","2021","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.893|0.843|0.803|0.763|0.723|0.673"
"Kasese","2022","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.896|0.846|0.806|0.766|0.726|0.676"
"Kasese","2023","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.899|0.849|0.809|0.769|0.729|0.679"
"Kasese","2024","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.902|0.852|0.812|0.772|0.732|0.682"
"Kasese","2025","Second","Sandy","Cassava|Sorghum|Cotton|Groundnuts|Millet|Maize","0.905|0.855|0.815|0.775|0.735|0.685"
"Lira","2015","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.905|0.855|0.805|0.765|0.725|0.685"
"Lira","2016","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.908|0.858|0.808|0.768|0.728|0.688"
"Lira","2017","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.911|0.861|0.811|0.771|0.731|0.691"
"Lira","2018","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.914|0.864|0.814|0.774|0.734|0.694"
"Lira","2019","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.917|0.867|0.817|0.777|0.737|0.697"
"Lira","2020","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.92|0.87|0.82|0.78|0.74|0.7"
"Lira","2021","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.923|0.873|0.823|0.783|0.743|0.703"
"Lira","2022","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.926|0.876|0.826|0.786|0.746|0.706"
"Lira","2023","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.929|0.879|0.829|0.789|0.749|0.709"
"Lira","2024","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.932|0.882|0.832|0.792|0.752|0.712"
"Lira","2025","First","Sandy Loam","Sunflower|Maize|Beans|Groundnuts|Soybeans|Sorghum","0.935|0.885|0.835|0.795|0.755|0.715"
"Lira","2015","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.885|0.835|0.795|0.755|0.715|0.675"
"Lira","2016","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.888|0.838|0.798|0.758|0.718|0.678"
"Lira","2017","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.891|0.841|0.801|0.761|0.721|0.681"
"Lira","2018","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.894|0.844|0.804|0.764|0.724|0.684"
"Lira","2019","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.897|0.847|0.807|0.767|0.727|0.687"
"Lira","2020","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.9|0.85|0.81|0.77|0.73|0.69"
"Lira","2021","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.903|0.853|0.813|0.773|0.733|0.693"
"Lira","2022","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.906|0.856|0.816|0.776|0.736|0.696"
"Lira","2023","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.909|0.859|0.819|0.779|0.739|0.699"
"Lira","2024","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.912|0.862|0.822|0.782|0.742|0.702"
"Lira","2025","Second","Sandy Loam","Sunflower|Sorghum|Groundnuts|Soybeans|Maize|Beans","0.915|0.865|0.825|0.785|0.745|0.705"
"Mityana","2015","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.895|0.845|0.805|0.765|0.725|0.685"
"Mityana","2016","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.898|0.848|0.808|0.768|0.728|0.688"
"Mityana","2017","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.901|0.851|0.811|0.771|0.731|0.691"
"Mityana","2018","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.904|0.854|0.814|0.774|0.734|0.694"
"Mityana","2019","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.907|0.857|0.817|0.777|0.737|0.697"
"Mityana","2020","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.91|0.86|0.82|0.78|0.74|0.7"
"Mityana","2021","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.913|0.863|0.823|0.783|0.743|0.703"
"Mityana","2022","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.916|0.866|0.826|0.786|0.746|0.706"
"Mityana","2023","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.919|0.869|0.829|0.789|0.749|0.709"
"Mityana","2024","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.922|0.872|0.832|0.792|0.752|0.712"
"Mityana","2025","First","Loam","Maize|Beans|Banana|Coffee|Cassava|Groundnuts","0.925|0.875|0.835|0.795|0.755|0.715"
"Mityana","2015","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.885|0.835|0.785|0.745|0.705|0.665"
"Mityana","2016","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.888|0.838|0.788|0.748|0.708|0.668"
"Mityana","2017","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.891|0.841|0.791|0.751|0.711|0.671"
"Mityana","2018","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.894|0.844|0.794|0.754|0.714|0.674"
"Mityana","2019","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.897|0.847|0.797|0.757|0.717|0.677"
"Mityana","2020","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.9|0.85|0.8|0.76|0.72|0.68"
"Mityana","2021","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.903|0.853|0.803|0.763|0.723|0.683"
"Mityana","2022","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.906|0.856|0.806|0.766|0.726|0.686"
"Mityana","2023","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.909|0.859|0.809|0.769|0.729|0.689"
"Mityana","2024","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.912|0.862|0.812|0.772|0.732|0.692"
"Mityana","2025","Second","Loam","Beans|Maize|Cassava|Banana|Coffee|Tomatoes","0.915|0.865|0.815|0.775|0.735|0.695"
